source,_iv,_mfi,_hh,_row
iv,0,0,0,0
ofi,0.28,0,0,0
nfc,0.07,0,0,0
mfi,0.1,0,0,0
icpf,0.06,0,0,0
govt,0,0,0,0
hh,0.9,0.17,0,0
row,4.64,0,0,0
